rank,company_name,industry,sub_industry,bbd_qyxx_id
10,金蝶软件（中国）有限公司,新一代信息技术,下一代通信技术,5bbeb11f00294fea9826621590490cca
10,广东生益科技股份有限公司,新材料,特种金属功能材料,b4e20b22d16f4432a9123da3482e348f
10,东方日升新能源股份有限公司,新能源,光伏,7c59cbd48e7f4fa292c3dd336ec3e7e8
10,世纪互联数据中心有限公司,新一代信息技术,云计算,d47846a555ef4ac4b64737fa287b4f34
10,歌尔股份有限公司,新材料,新型无机非金属材料,995dd38c9e1b4f27b3a4fb3b4cdb9e82
10,山西美锦能源股份有限公司,新能源,氢能,3efe8c8b634d4a18b5e6f38d72288d9d
10,方大特钢科技股份有限公司,新材料,高端金属结构材料,42e0cfa150f443359413e31c34604249
10,浙江海利得新材料股份有限公司,新材料,先进高分子材料,bfad87c812b94e07bef7f2b08e6ff099
10,江苏新潮科技集团有限公司,新一代信息技术,集成电路,d0868c8fb3b54ace9c774547d58a69c4
10,中国船舶重工集团海装风电股份有限公司,新能源,风电,887a5a71f33e43ee972e35c666afb582
